Text,Emotion
ive been feeling kind of distracted and that is obviously not conducive for working philosophy problems out,anger
@TzumiXIV huff puff,anger
i bet you are feeling really mad and hurt,anger
"@BIGGKATZ BUT arms (focused rage) is overpowered, it will be getting nerfed. It'll still be stronger than fury though",anger
i been so acquainted with sleep i feel like i should name it to ensure im not being rude or maybe it has a name already,anger
i didnt even have time to feel jealous i was so busy pinning her pictures and writing down a href http nanashi,anger
i feel irritated pissed even like when someone wakes me up at that moment when i m on the edge of falling into a deep slumber,anger
@KingNicky7 also madden isn't the funniest game to watch and if there isn't much happening it's boring,anger
when i happen to witness some sadistic acts,anger
i have to confess to feeling quite angry when i read some of the negative reviews of uses for boys some of which are basically victim blaming and slut shaming,anger
i am just feeling a little irritable because mun was part fun part stressful part uncomfortable making and part horrible but regardless record being set straight now,anger
when my grandmother came to stay with us permanently as she is a very difficult person to stay with and when she started telling false stories about us to other people,anger
i made this i felt some relief from the fear and anxiety but i started feeling pissed again with a whole new set of memories,anger
i am feeling cranky today is due to me not getting enough sleep due to the unexpected long outing yesterday night,anger
i get one i feel like i need to either even things out by immediately giving one back or make things even less even by using a comeback as if i was just insulted,anger
i feel so fucked up from what happened on thursday,anger
i always spend more money there than i mean to and feel dissatisfied when i exit the store,anger
i feel petty things but not to the extent that humans seem to feel them wars have been started over stupid little things and try as i might i cannot understand how things such as loving two people or feeling jealous can lead to murder and unhappiness,anger
i think i have made it known how i feel about cold weather we are not friends i am ready for winter to be finished please please be finished,anger
i feel is hostile kinship or mounting nausea did you know that back means the binding itself,anger
ive had a long road of that initially feeling like i was being rude for turning down food that was made brought for me and sometimes eating stuff because it was gluten free and looked delicious even if it maybe wasnt what i felt good about eating some really mediocre wedding cake for example,anger
i like moving with a long lead time and not feeling rushed,anger
i have swung between feeling resentful that others need me to feeling ashamed and angry that i am not more with it and able to be a better daughter sister friend citizen,anger
im feeling irritable and sick,anger
Brendan Rodgers looks fuming 😭,anger
"Nurse practitioner: 'you look pretty bad. No offense of course.'  \n\nThank you, that really added that spark of positivity I needed today.",anger
i feel they are the last of the tortured fandoms remaining save saints football fans but thats the wrong sport,anger
@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis #angry,anger
